compound,smiles,SMR_VSA9,MATS1are,GATS2are,GATS1are,BCUTse-1h,RASA,PEOE_VSA10,nF,MATS2p,GATS2p,VSA_EState9,nHetero,TopoPSA(NO),TopoPSA,AATS1are,AMID_C,IC1,NdO,nO,SlogP_VSA2,C1SP2,NsCH3,ETA_shape_p,VSA_EState8,C3SP3,MATS2are,SMR_VSA5,SlogP_VSA5,FNSA1,DPSA1,AMW,AATS1p,MATS1p,BCUTp-1h,NssCH2,SssCH2,C2SP3,VSA_EState7,Mor02,Mor03,Mor03p,RotRatio,SssNH,SsssN,nHBDon,PEOE_VSA8,RNCG,DPSA3,RPCG,Kier2,nRot,Kier1,TASA,bpol,TpiPC10,GRAV,WNSA1,Mor06,SLogP,FilterItLogS,FCSP3,n6Ring,MDEC-22,nAromAtom,C2SP2,nRing,MDEC-23,BalabanJ,SaasC,NaasC,PEOE_VSA6,AATS3p,Mor06p,nCl,EState_VSA7,retention_time_min
β-Hydroxy-3-methylfentanyl (A),CCC(=O)N(c1ccccc1)[C@@H]1CCN(C[C@H](O)c2ccccc2)C[C@H]1C,0.0,0.0118735202711933,0.9510511655239772,0.8246640269067851,3.702004671487483,0.912247199370946,0.0,0,-0.0462694581987773,1.0861199707866882,0.0,4,43.78,43.78,6.135593220338983,1.7305176981839665,3.132818572843007,1,2,41.58972690192837,1,2,0.1285347043701799,6.542801262339952,1,0.0259723937397591,38.834924862129526,38.35653552467856,0.3277564951696931,223.4291393365612,6.425100494736856,1.781273440271187,-0.0204463705171484,1.987162403178112,5,3.833443618726079,4,0.953849798428344,39.60755493156364,-9.337372599900196,-3.92233114520944,0.2068965517241379,0.0,4.313551114890401,1,37.78431794449526,0.1943103541285481,47.13903475458923,0.1136870302464705,10.683760683760685,6,21.70273483947681,591.6699350098668,34.38421,7.502393418833358,4753.115225249671,137.8749070890622,-4.175151858170212,3.8736000000000033,-3.955344572586757,0.4347826086956521,3,20.64788587289256,12,11,3,21.408895961403964,1.5507026493488456,1.9428885727334508,2,62.37841094707413,1.2930639799638992,-0.2405139043843842,0,72.48731761515721,13.8
β-Hydroxy-3-methylfentanyl (B),CCC(=O)N(c1ccccc1)[C@@H]1CCN(C[C@H](O)c2ccccc2)C[C@@H]1C,0.0,0.0118735202711933,0.9510511655239772,0.8246640269067851,3.702004671487483,0.9072113823457404,0.0,0,-0.0462694581987773,1.0861199707866882,0.0,4,43.78,43.78,6.135593220338983,1.7305176981839665,3.132818572843007,1,2,41.58972690192837,1,2,0.1285347043701799,6.542801262339952,1,0.0259723937397591,38.834924862129526,38.35653552467856,0.3298012349641126,218.68692734985933,6.425100494736856,1.781273440271187,-0.0204463705171484,1.987162403178112,5,3.833443618726079,4,0.953849798428344,37.52950925807267,-7.795538049741589,-3.4114443903802387,0.2068965517241379,0.0,4.313551114890401,1,37.78431794449526,0.1943103541285481,47.891498103635456,0.1136870302464705,10.683760683760685,6,21.70273483947681,582.8340458879813,34.38421,7.502393418833358,4770.03836144146,136.1209973189369,-4.2370859109001815,3.8736000000000033,-3.955344572586757,0.4347826086956521,3,20.64788587289256,12,11,3,21.408895961403964,1.5507026493488456,1.9428885727334508,2,62.37841094707413,1.2930639799638992,-0.1735175354841376,0,72.48731761515721,14.5
Despropionyl-3 methyl fentanyl,C[C@H]1CN(CCc2ccccc2)CC[C@@H]1Nc1ccccc1,0.0,0.0854416730203701,1.4577400186375242,1.053750136150746,3.257732251180544,0.9936441273516746,0.0,0,-0.0770283258211717,1.098670293809215,0.0,2,15.27,15.27,6.02758,1.8605709193675493,2.880862327095354,0,0,30.576019777736168,0,1,0.0462962962962962,5.931251732174351,1,-0.1099880187343411,25.807221274690605,18.90801031431363,0.2977121015546861,234.2158109869969,6.129366642333348,1.814923601,-0.0065779784510477,1.9862154523137483,5,5.945048686332507,3,2.3841181937651093,42.81982018289811,-7.863446390503086,-3.416438095608433,0.2083333333333333,3.6982865366455737,2.6119444444444446,1,31.363496321569247,0.2725935994355348,31.115779448840293,0.1144439268128693,8.74089490114464,5,16.84375,575.2374880276251,28.363381999999994,7.228388451573604,3384.4600028389914,99.77669411778524,-4.112661019869678,4.051600000000003,-4.903839096589962,0.4,3,22.03162366385924,12,11,3,14.97624332683401,1.3538266085803854,2.691456150871736,2,55.4546737473835,1.2745373004033465,-0.3494665355585655,0,0.0,16.0
Brifentanil,CCn1nnn(CCN2CC[C@H](N(C(=O)COC)c3ccccc3F)[C@H](C)C2)c1=O,0.0,0.100645976967895,0.8306669087543878,0.5838973581374088,4.009965795828983,0.8303614012742101,12.424102805558814,1,0.0571931318774927,0.9740035908162108,1.4584513471183052,10,81.05000000000001,81.05000000000001,6.5127,1.3455275519822611,3.311354147348198,2,3,69.99025507447823,1,3,0.1791927627000696,6.868703871558412,1,0.0445218953402742,39.39964966328037,20.268296022307258,0.3506037169997814,206.53829711300747,7.122517237423742,1.6331956555737712,-0.1799285647541383,1.9784740814859751,7,3.658530525418637,2,0.6959370275888132,45.992141790236,-6.177063577996296,-1.954154206889495,0.25,0.0,3.7887643543158513,0,39.33066399407579,0.150752169514174,58.47610300593057,0.1460596495061854,11.743801652892564,8,24.638671875,573.9815822837279,39.37800300000002,7.684324067681155,6016.560084410354,167.52442041339447,-3.161464156237771,0.988800000000001,-2.9117293509165143,0.6,2,11.762810847800456,6,6,3,16.689041024645476,1.5614611820456297,-0.1365274251166828,2,19.056471336613846,1.2561746447187931,-0.3354805070878482,0,6.923737199690624,8.8
4-Phenylfentanyl,CCC(=O)N(c1ccccc1)C1(c2ccccc2)CCN(CCc2ccccc2)CC1,0.0,0.0816856047909807,0.98823058419412,0.750883207086646,3.70195476883649,0.969103225508242,0.0,0,-0.0564012538285501,1.054328415602151,0.0,3,23.550000000000004,23.550000000000004,6.053787878787879,1.85513439269132,2.8431771668066648,1,1,30.44135867793971,1,1,0.0550660792951541,4.99802858321933,1,0.0773548291049623,38.14594894377801,37.31310505186264,0.3079180485373547,270.1401705225647,6.543674026095252,1.8681069381818192,-0.0223828255019715,1.9966556260537776,7,6.4738061960470805,4,3.440020843943276,35.900569588482576,-9.44422995745063,-4.474127093292135,0.2058823529411764,0.0,4.643506235827664,0,31.7424771153473,0.1588211298051993,41.42533106176244,0.1190601933038803,11.9234404536862,7,24.13494809688581,681.4635852022667,36.39062400000001,8.149655893714993,5761.359833101036,152.25808917056216,-5.041629469275549,5.663600000000005,-6.671000401963187,0.3214285714285714,4,43.9614182193617,18,16,4,20.3038192686945,1.45520893844423,3.619231491328805,3,85.78650908969158,1.3939153907772557,-0.5982026590667991,0,25.12283840507545,25.1
N-Methyl carfentanil,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(C)CC1,0.0,0.0388638001255771,0.885890465927374,0.6924707407949362,3.7148964707774295,0.9140085113195004,5.538925252383345,0,0.1137995310048937,0.9179381278369968,3.414381849962207,5,49.85,49.85,6.261702127659575,1.5471442591302245,3.1337814407461053,2,3,49.56230233631705,2,3,0.2103559870550161,3.336368575207861,1,0.094351748498158,31.725127320852,26.186202068468653,0.2476096026530045,267.16755745147964,6.612580274521754,1.6885132646808525,-0.1470407795762597,1.9767787566057435,5,3.0297111205593343,3,1.5110050547996974,26.30263184359227,-6.166091282444197,-2.6164518004312494,0.1739130434782608,0.0,3.826010487528345,0,25.197720709434723,0.2417736463584907,35.00357732373995,0.1716694561465891,8.203125,4,18.340264650283554,483.76131585420046,30.968968,7.123521685957297,4241.1853791785725,69.36322499559067,-1.4671557500330683,2.067,-2.881576224852892,0.5294117647058824,2,13.141164487215368,6,6,2,10.034370462945716,2.294147045078313,0.7539843159486016,1,25.12283840507545,1.3348215792793037,-0.2903381189028575,0,44.30324452467586,5.2
Carfentanil,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1,0.0,0.046130216274655,0.8841151610058439,0.6911559111906573,3.714935630972089,0.9400134321645311,5.538925252383345,0,0.0193485278369205,1.0053461395318128,1.4081902714789618,5,49.85,49.85,6.185245901639345,1.6838223382589628,3.109219129062554,2,3,49.05938675955244,2,2,0.1207729468599033,4.274893741319607,1,0.0972801686971959,38.14594894377801,31.749653560165648,0.2771864575816723,293.13398199190453,6.681790556271201,1.7762719557377056,-0.081061474106265,1.987098010813753,7,4.885673558732894,4,2.442369987304323,33.20349935870312,-8.74258903449024,-3.843500562797848,0.2258064516129032,0.0,4.056700680272108,0,31.7424771153473,0.2047698862544842,42.21455089754049,0.1453952319600154,11.571428571428571,7,23.658688865764827,618.3418599820271,36.98821000000001,7.613911227416854,5672.022782913913,119.93921039859973,-3.26318812128856,3.6799000000000026,-5.003302428900186,0.4166666666666667,3,27.935245956591373,12,11,3,15.591955909569588,1.6586393311008856,2.061910235410867,2,55.4546737473835,1.3464707680950945,-0.398044433624108,0,43.32193961046029,17.2
Ocfentanil,COCC(=O)N(c1ccccc1F)C1CCN(CCc2ccccc2)CC1,0.0,0.0274894357667708,0.9718941154305089,0.6329746823680797,4.009951741059581,0.8921638184768503,12.424102805558814,1,-0.0025404500589143,1.0096915943572695,1.4896995972401816,5,32.78,32.78,6.246428571428572,1.667762925287138,3.1831803252359374,1,2,50.199879012878114,1,1,0.0877520537714712,2.7742407863585643,0,-0.0668199639335728,25.30430569792599,18.40509473754901,0.3147196458896803,237.630998750098,6.85566030229631,1.7683036851785716,-0.0873588502546489,1.98719703736094,7,5.457074259636662,4,2.682833473278098,38.19522218550715,-8.022814600699917,-3.0345389229024486,0.2413793103448276,0.0,4.024996456916099,0,32.78590758816322,0.1835977112518462,47.98225112315241,0.123819322813596,11.253462603878116,7,21.70273483947681,572.1215836707723,34.223589000000004,7.51726606271257,4974.035543196499,129.42295310407232,-4.276984526676457,3.5122000000000027,-4.898047971953493,0.4090909090909091,3,24.741277186980625,12,11,3,18.57326498439736,1.5011131896599397,1.318171086728503,3,42.46456947923127,1.3093028166755745,-0.455657482568519,0,6.06636706846161,10.3
"2,2′-Difluoro acetylfentanyl",CC(=O)N(c1ccccc1F)C1CCN(CCc2ccccc2F)CC1,0.0,0.009504435465724,0.6788458643892374,0.5439379728621504,4.01121169212813,0.83256159965451,11.63444168209179,2,-0.0739117509481557,1.0744315135056262,0.0,5,23.550000000000004,23.550000000000004,6.270192307692308,1.655800745959834,3.1887584397314552,1,1,36.48319950708767,1,1,0.1150994927818962,3.9019055043581554,0,0.0151207565862517,32.22804289761662,25.32883193723964,0.3701044027183696,157.25492470000324,7.163713396560013,1.806459296923077,-0.0520445174050784,1.988205966541351,6,4.652356073793664,4,2.233579618767209,36.0456350668894,-6.979115343381659,-3.063039666306347,0.1785714285714285,0.0,3.867206212732006,0,32.59984724657631,0.1763428141604366,47.55491032292967,0.1286270857893479,9.97229916897507,5,20.72704081632653,503.9601587801437,30.590968,7.501548175861944,4807.72358655716,135.60756184463773,-2.496336654744475,4.024800000000004,-5.192290232759359,0.3809523809523809,3,19.427322524763603,12,11,3,19.409873865558257,1.4644339917341551,0.5467826181534015,4,30.33183534230805,1.2985118752865468,-0.1662901913538543,0,12.13273413692322,12.3
2-Furanylethyl fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccco2)CC1,0.0,0.0681908873935729,1.0042453540815974,0.7539101949459304,3.7043520677167847,0.9150102950450004,5.760247418874442,0,-0.0923809441192311,1.112513046234073,0.0,4,36.690000000000005,36.690000000000005,6.183653846153846,1.6965064109815422,3.094555750124158,1,2,36.48319950708767,2,1,0.0726744186046511,5.029230712219078,0,0.028197292042459,38.64886452054263,31.94644948734309,0.2688693292566563,278.88455448997803,6.523988561440014,1.757759078076923,-0.0959282297867105,1.977438974979733,7,6.642696139788942,5,5.286509694276649,40.54302097512736,-7.469141379332394,-2.8815931948454434,0.2307692307692307,0.0,4.488575680272109,0,44.20513956742126,0.2675549835946179,44.416578355556446,0.1291031494049366,9.629757785467127,6,18.7810650887574,552.0302382774906,32.107381999999994,7.279879023307665,4122.364634253738,97.862214219954,-2.8448637599877427,3.729700000000003,-4.273014695868525,0.45,2,22.461457081022843,11,9,3,15.551083679842629,1.464290924925469,2.0718350695420504,2,25.12283840507545,1.234028186706866,-0.494454006761769,0,54.28821640977237,9.9
4′-Methyl acetyl fentanyl,CC(=O)N(c1ccccc1)C1CCN(CCc2ccc(C)cc2)CC1,0.0,0.0834862903687921,0.9985032252409834,0.7537097752131096,3.7020340426007854,0.944082653294279,0.0,0,-0.0167787326871137,1.031024421111158,0.0,3,23.550000000000004,23.550000000000004,6.069090909090909,1.7896267893223154,2.925577807703704,1,1,36.48319950708767,1,2,0.1098901098901098,7.02807921723246,0,0.0764689618383384,39.15178009730724,30.89228342893664,0.289686825278908,265.2379501915344,6.343776670113222,1.8057923760000003,-0.0501287576129504,1.9916915683903,6,6.408999329861524,4,3.1853162547796385,41.97535454376034,-7.001898633868066,-3.0125107020037856,0.1851851851851851,0.0,4.5108921036274925,0,38.28723352125987,0.1967678929514655,36.81460994314271,0.1421571456455382,9.796296296296296,5,19.753086419753085,595.3182631169861,32.377796,7.411329676033935,4146.054942849323,115.18796889765804,-3.682281745837898,4.055020000000003,-4.884193405143032,0.4090909090909091,3,22.79071957997224,12,10,3,17.738745608650014,1.4051642167017833,3.740997556565496,3,48.02802097092827,1.3340546443632686,-0.3141873590997957,0,35.23174507315853,14.3
Hexanoyl fentanyl,CCCCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0.0,0.0873515155652686,1.0245398572542206,0.7820466104587656,3.701941107655635,0.9643945983673896,0.0,0,-0.101914060672606,1.1465092927471765,0.0,3,23.550000000000004,23.550000000000004,6.02421875,1.8138551951464643,2.811580344392436,1,1,36.48319950708767,1,1,0.0611246943765281,5.43380112523313,0,0.0546845168909641,57.911329389320656,51.01211842894368,0.274667053818529,322.55640181408927,6.101082479161305,1.786977289687501,-0.0431475107272496,1.9869800826217523,10,10.407922270194554,8,7.1592473048380425,62.61407129633398,-11.473288223668284,-4.695569487917866,0.3,0.0,4.651218427185689,0,37.78431794449526,0.1747988885445669,38.92772611888037,0.128147245361359,12.6398891966759,9,22.68,690.2489335221505,38.397038000000016,7.469689805136518,4627.195186756808,140.7046723906915,-4.603733687660517,5.307000000000006,-5.934756763059866,0.48,3,35.209817184154325,12,11,3,18.910849776173723,1.4647524980356563,2.466084730068559,2,68.29631699323552,1.233990725278402,-0.3134593111248381,0,18.19910120538483,25.2
4′′-Methoxy fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccc(OC)cc2)CC1,5.749511833283905,0.0729245181797253,1.1240970294623105,0.7646840991369993,3.702053654945592,0.9219125345426152,5.749511833283905,0,-0.0053906899549358,1.0267745776426018,1.695608330912714,4,32.78,32.78,6.140677966101695,1.7340766187599723,3.060044340366864,1,2,43.5929970483652,1,2,0.1028277634961439,5.093915220281562,0,-0.0087917810849675,38.64886452054263,31.749653560165648,0.2756100228425942,300.410054137095,6.425100494736856,1.7665143949152546,-0.0838124436121233,1.9877568060702049,7,6.8039993281057765,5,3.65676875995259,46.85990586547579,-8.155380554401246,-3.341809712917516,0.2413793103448276,0.0,4.542797574149034,0,37.78431794449526,0.2548683164772247,48.80116607275431,0.1161855552638243,11.253462603878116,7,21.70273483947681,617.1215798496572,36.12021000000001,7.4999765409521215,4615.806151916232,123.49717811637936,-2.8874151470195164,4.145300000000003,-5.008944572586756,0.4347826086956521,3,25.13247081799602,12,11,3,18.999380839665022,1.4119702462923307,3.270544585691696,3,37.255572541998674,1.301832583378676,-0.1397856375440401,0,54.28821640977237,16.0
2-Methoxy furanyl fentanyl,COc1ccccc1N(C(=O)c1ccco1)C1CCN(CCc2ccccc2)CC1,5.749511833283905,0.0536607798276186,1.1238476225213427,0.7553859643352109,3.7079007498300207,0.9279265366287428,5.749511833283905,0,-0.0246331111160602,1.0145813832592812,1.6394527623951325,5,45.92,45.92,6.250819672131148,1.7168727837433613,3.205770903475372,1,3,43.5929970483652,2,1,0.0582750582750582,2.9729065885613504,0,-0.050761360486507,25.30430569792599,28.95987934049528,0.3022581270539665,268.97482352220686,6.969137806137945,1.80743837180328,-0.0908024678572402,1.9888034839032496,6,5.853490548219083,4,4.422077538379396,37.03340432919857,-6.937848057446372,-2.730377708384083,0.2121212121212121,0.0,4.354639077853364,0,25.67611004688569,0.2035975124216126,51.52904502487917,0.1209589058784623,11.743801652892564,7,23.168044077134983,631.0976848575848,35.849796000000005,8.002359546252707,5796.475351128585,139.81184646810226,-4.017697526202115,4.642100000000005,-5.462858277839908,0.32,3,28.452266599712,17,14,4,23.41152886100439,1.3451690816937516,3.211788178420054,4,42.46456947923127,1.3450964497128517,-0.4790257456760444,0,29.16537800469692,18.7
3-Fluoro butyrfentanyl,CCCC(=O)N(c1cccc(F)c1)C1CCN(CCc2ccccc2)CC1,0.0,0.0329329283423157,0.7639976655009096,0.6033577520002877,4.009942919364139,0.892544845897655,5.817220841045895,1,-0.0892328170657512,1.113772302101483,0.0,4,23.550000000000004,23.550000000000004,6.13448275862069,1.7369710942074013,3.0393730126283933,1,1,36.48319950708767,1,1,0.0866199778842609,4.998898991504061,0,0.0319712934229525,45.06968614346864,38.17047518309165,0.3316301326449518,222.24502439286084,6.575471281571443,1.7957106032758623,-0.0471783785627125,1.987360243024168,8,7.214036320470372,6,4.222918464377318,46.335003496634215,-9.254058636865455,-3.974772150690709,0.2413793103448276,0.0,4.31812429138322,0,37.78431794449526,0.1782863645704203,43.937259250596,0.1307438207422261,11.253462603878116,7,21.70273483947681,589.0711151715449,34.494003,7.517724634185573,4703.462886776102,144.45392523345896,-3.735515594828078,4.665900000000004,-5.563709124520169,0.4347826086956521,3,27.214418433404845,12,11,3,19.752300015791043,1.4863166458523385,1.7614957706447816,3,43.32193961046029,1.259029412323068,-0.2987086374246924,0,23.95638106746432,18.8
ortho-Methyl acetylfentanyl,CC(=O)N(c1ccccc1C)C1CCN(CCc2ccccc2)CC1,0.0,0.0834862903687921,0.9985032252409834,0.7537097752131096,3.702034352630596,0.932703624541368,0.0,0,-0.0167787326871137,1.031024421111158,0.0,3,23.550000000000004,23.550000000000004,6.069090909090909,1.7895763191008494,2.925577807703704,1,1,36.48319950708767,1,2,0.1098901098901098,6.996005403577101,0,0.0764689618383384,39.15178009730724,30.89228342893664,0.3003482364663739,242.7319956129222,6.343776670113222,1.8057923760000003,-0.0501287576129504,1.990512459793919,6,6.409348231767964,4,3.1856454728866344,31.15190257063816,-5.558087502932791,-2.128946062955994,0.1851851851851851,0.0,4.545174319727892,0,38.28723352125987,0.1965111438575446,38.37899641144118,0.1421012439744517,9.796296296296296,5,19.753086419753085,566.9797453659886,32.377796,7.440036574777418,4250.810548663007,110.98718756936664,-3.581673848561512,4.055020000000003,-4.884193405143032,0.4090909090909091,3,22.62120218486463,12,10,3,17.06291979024866,1.455355115339009,3.6359620998279567,3,48.53093654769288,1.3372979002949776,-0.977559326483704,0,17.032643867773697,12.5
3-Furanyl fentanyl,O=C(c1ccoc1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0.0,0.063064772634374,1.0641452915551226,0.7387060344788031,3.7048068114048007,0.9157433815417114,6.263162995639057,0,-0.0682273855007023,1.0477450761471578,0.0,4,36.690000000000005,36.690000000000005,6.189473684210527,1.7695767175663946,3.106367724777503,1,2,36.48319950708767,3,0,0.0247524752475247,3.093996756109851,0,-0.0376983663096156,25.30430569792599,28.76308341331784,0.3145983936960362,242.89026084038784,6.929619038370384,1.8482100361403515,-0.0611244345018311,1.988271204200076,6,6.124162477867383,4,6.123278051247026,39.736265328508495,-6.598255790857284,-3.3742288192351872,0.1935483870967742,0.0,4.466655801209372,0,31.36349632156925,0.2332257956028233,55.33847910139532,0.1291682997963498,10.85782272456871,6,21.24037460978148,599.8468763017665,32.107381999999994,7.8664467584897615,5060.95707611642,134.98631044359556,-5.052769973677624,4.633500000000004,-5.208376271916379,0.2916666666666667,3,32.19569679765239,17,12,4,21.83568609592461,1.2922571037913362,2.9420990022473266,3,48.53093654769288,1.3346268065490874,-0.6223085683835348,0,35.23174507315853,18.4
N-Acetyl norfentanyl,CC(=O)N(c1ccccc1)C1CCNCC1,0.0,0.018660133170564,0.8726871427586324,0.7829554521956773,3.702009775534693,0.8811055872723697,0.0,0,-0.1036889055852244,1.1340833633719465,0.0,3,32.34,32.34,6.175114285714286,1.6460994614424302,3.021614871911295,1,1,25.03853337032462,1,1,0.1091703056768558,3.650391628873772,0,0.0813446281532402,25.807221274690605,19.765380445542643,0.2885446938811787,180.67237821793248,6.415938623411765,1.7390275877142858,-0.0538383844717071,1.9762595983246585,4,4.074909769463341,3,2.072369614512472,24.56385901192913,-3.825478720370939,-1.8671549313006164,0.1176470588235294,3.32200853489544,1.9313888888888888,1,18.652964303522147,0.2627466759883501,32.665652032773,0.1855947837539817,6.074380165289257,2,12.456747404844291,376.41865043612097,21.205725999999995,6.68171691674291,2582.923043195557,52.662254623275054,-2.1310171846528387,1.7915,-2.529177556893524,0.4615384615384615,2,11.330612147330584,6,6,2,9.944034172213172,1.9648188585694395,1.0156481481481483,1,18.19910120538483,1.2198618911044186,-0.3697002017910977,0,35.23174507315853,2.7
para-Methoxy furanyl fentanyl,COc1ccc(N(C(=O)c2ccco2)C2CCN(CCc3ccccc3)CC2)cc1,5.749511833283905,0.0536607798276186,1.1238476225213427,0.7553859643352109,3.7078908207224455,0.9201020066179,5.749511833283905,0,-0.0246331111160601,1.0145813832592812,1.64478528896035,5,45.92,45.92,6.250819672131148,1.7171886112183847,3.205770903475372,1,3,43.5929970483652,2,1,0.0582750582750582,3.0104948839039745,0,-0.050761360486507,25.30430569792599,28.95987934049528,0.3012222309622622,278.7047570617841,6.969137806137945,1.80743837180328,-0.0908024678572402,1.9887564024562483,6,5.9406155716695865,4,4.477364271736288,48.92479159754871,-7.917433461053091,-3.3836818030406746,0.2121212121212121,0.0,4.388768712732007,0,31.36349632156925,0.2096639605576459,56.44683587117626,0.1239637559342954,11.743801652892564,7,23.168044077134983,645.0339176958404,35.849796000000005,8.01572985435221,5600.645310499568,148.040372221206,-4.793365348870984,4.642100000000005,-5.462858277839908,0.32,3,28.944527460850228,17,14,4,23.433637308690084,1.3030602800490017,3.3931663332438258,4,30.33183534230805,1.3446839664815209,-0.4594635620043732,0,29.16537800469692,19.5
Acetyl carfentanil,COC(=O)C1(N(C(C)=O)c2ccccc2)CCN(CCc2ccccc2)CC1,0.0,0.0431228826772683,0.8865245715522047,0.686938990979362,3.714933803638281,0.9198215581621956,5.538925252383345,0,0.0345878135616984,0.9804826198472598,1.3979861898463088,5,49.85,49.85,6.207758620689655,1.6743774602730106,3.1242817180241698,2,3,49.05938675955243,2,2,0.12531328320802,3.947654635928446,1,0.0939060110545158,31.725127320852,25.32883193723964,0.2878495930441795,274.87410571547565,6.789464156357157,1.781665528965518,-0.0849487400786698,1.986952965699674,6,4.524618398476624,3,2.090324102054351,29.14033466595093,-6.726758905488623,-2.9876570571641192,0.2,0.0,3.9909410430839,0,32.24539269211191,0.2099200394121425,45.43460353507967,0.1490519703621144,10.85782272456871,6,22.68,595.8865029900721,34.981796,7.579487282786598,5330.645249494912,120.80517782034823,-4.260018649628391,3.2898000000000014,-4.610017675888686,0.391304347826087,3,25.56113877978133,12,11,3,14.400195420788393,1.6287354376052314,2.04174838968084,2,48.53093654769288,1.3766997381653234,-0.8887625706198113,0,36.39820241076966,12.5
N-Ethyl carfentanil,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CC)CC1,0.0,0.042957580846584,0.8664640061111234,0.6960495757656245,3.714901202293482,0.923115658901386,5.538925252383345,0,0.0602110810132312,0.9822612609008756,1.3986840986394558,5,49.85,49.85,6.231,1.5650381651925005,3.0389377149439625,2,3,49.05938675955244,2,3,0.2006172839506173,6.448311208742757,1,0.1148585207097637,38.64886452054262,33.10993926815928,0.2364176153846124,293.35553162894246,6.493762095755118,1.6875222412,-0.1387113999820499,1.976845146861933,6,4.051185909549004,3,1.5351447152935245,30.915351641019527,-7.398284068088458,-2.830956340949145,0.2083333333333333,0.0,3.964899376417234,0,25.197720709434723,0.2367535703799753,35.088498406146,0.168104992923886,8.909090909090908,5,19.32638888888889,513.6934421227796,32.975382,7.174963561458448,4414.074942157953,73.21088208582601,-1.1992273302109406,2.4571000000000005,-3.279129532720489,0.5555555555555556,2,15.079883347238791,6,6,2,10.417905605238776,2.2780452964762907,0.7589800642479213,1,32.04657560476608,1.3034613437055869,-0.032737895270279,0,37.255572541998674,5.9
"2,2′-Difluorofentanyl",CCC(=O)N(c1ccccc1F)C1CCN(CCc2ccccc2F)CC1,0.0,0.0117979901708586,0.6770999775292428,0.5470226501339757,4.011214127933696,0.8522269202419049,11.63444168209179,2,-0.0830430088898317,1.0952477701888377,0.0,5,23.550000000000004,23.550000000000004,6.241818181818182,1.6666181293239073,3.165400878560839,1,1,36.48319950708767,1,1,0.1105697151424287,4.233058504458042,0,0.0193271772078059,38.64886452054263,31.749653560165648,0.3591103610006937,177.11013982818318,7.0226664130566165,1.799124946545455,-0.0492829838375868,1.9883439218801544,7,5.023800692174783,5,2.596014962142029,39.65189134481779,-7.822794239639324,-3.378397765457861,0.2068965517241379,0.0,3.932965849920216,0,32.096931669811696,0.1707137277101138,46.69402812887364,0.1261992555847129,10.683760683760685,6,21.70273483947681,535.6605002378102,32.597382,7.540887027132095,5046.295852005196,141.871997465231,-3.2472089584549297,4.414900000000004,-5.586673723914996,0.4090909090909091,3,21.500605388716945,12,11,3,20.960275453708096,1.4919738098672433,0.5795026212143127,4,37.255572541998674,1.2709921905822772,-0.5358753752358757,0,12.13273413692322,17.6
Valerylfentanyl oxalate,CCCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0.0,0.0863667628948298,1.0221856446293678,0.7727069562257448,3.701938770112086,0.9576036323299802,0.0,0,-0.0949037939034651,1.1307711129802496,0.0,3,23.550000000000004,23.550000000000004,6.037704918032787,1.807195741147123,2.843643981396904,1,1,36.48319950708767,1,1,0.0634517766497461,5.389874959654035,0,0.0550471343376695,51.49050776639464,44.59129680601767,0.2739928780749507,308.59106032540484,6.17375362108476,1.792632097049181,-0.0452457078880733,1.986846279750188,9,9.144913434571588,7,5.899244157410158,55.75313859369056,-10.052977447797897,-3.995700454796143,0.2758620689655172,0.0,4.6323295382968,0,37.78431794449526,0.1802297564602587,38.86956793627125,0.1321285781000701,11.869978086194305,8,21.70273483947681,653.7579828350872,36.39062400000001,7.451713408784003,4513.635474394248,127.70318080090576,-4.434398157998365,4.916900000000005,-5.540686968998831,0.4583333333333333,3,32.79717891078008,12,11,3,18.368199891741035,1.467610149508563,2.459831082159692,2,61.87549537030951,1.2474383876533028,-0.7340439086726177,0,18.19910120538483,23.5
