compound,smiles,nAromAtom,nAromBond,naRing,n6aRing,nRing,n6Ring,piPC1,piPC2,piPC3,piPC4,piPC5,piPC6,piPC7,piPC8,piPC9,piPC10,TpiPC10,SLogP,SMR,FilterItLogS,MW,AMW,Vabc,VMcGowan,TASA,RASA,LabuteASA,nRot,RotRatio,Kier1,Kier2,Kier3,FCSP3,C2SP3,C3SP3,GRAV,nBonds,nBondsM,nAtom,nHeavyAtom,nC,TopoPSA(NO),TopoPSA,apol,bpol,TPSA,RPSA,DPSA1,DPSA2,DPSA3,FNSA1,FPSA1,WNSA1,WPSA1,RNCG,RPCG,nO,nHetero,nHBAcc,nHBDon,SssNH,SsssN,PEOE_VSA6,PEOE_VSA8,PEOE_VSA10,SMR_VSA5,SMR_VSA7,SMR_VSA9,SlogP_VSA2,SlogP_VSA5,SlogP_VSA6,SlogP_VSA11,EState_VSA7,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,NaaCH,NaasC,SaaCH,SaasC,NsCH3,SsCH3,NssCH2,SssCH2,NdO,SdO,C2SP2,C1SP2,ETA_beta,ETA_beta_ns,AETA_beta_ns,ETA_dBeta,AETA_dBeta,ETA_epsilon_1,ETA_eta_F,ETA_psi_1,ETA_shape_p,AATS1p,AATS2p,AATS3p,AATS1se,AATS2se,AATS3se,AATS1are,AATS2are,AATS3are,MATS1p,MATS1se,MATS1are,GATS1p,GATS1se,GATS1are,MATS2p,MATS2se,MATS2are,GATS2p,GATS2se,GATS2are,Mor01,Mor02,Mor03,Mor06,Mor01p,Mor02p,Mor03p,Mor06p,Mor01se,Mor02se,Mor03se,Mor06se,Xp-0d,Xp-1d,Xp-2d,IC1,AMID_C,BalabanJ,BertzCT,nF,nCl,MDEC-22,MDEC-23,BCUTp-1h,BCUTse-1h,retention_time_min
Carfentanil,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1,12,12,2,2,3,3,3.688879454113936,4.158883083359672,4.620058798481842,5.048252157667562,5.481159621088721,5.3471075307174685,5.556586719837621,5.739993856618773,5.745004389197783,5.743603968842873,7.613911227416854,3.6799000000000026,114.78600000000004,-5.003302428900186,394.22564282000087,6.681790556271201,392.0632579450688,319.6100000000009,618.3418599820271,0.9400134321645311,172.81822831479218,7,0.2258064516129032,23.658688865764827,11.571428571428571,5.825792551554325,0.4166666666666667,4,1,5672.022782913913,61,14,59,29,24,49.85,49.85,64.68978999999997,36.98821000000001,39.45922968771973,0.059986567835469,293.13398199190453,1501.0105171056873,42.21455089754049,0.2771864575816723,0.7228135424183276,119.93921039859973,312.76306317210646,0.2047698862544842,0.1453952319600154,3,5,4,0,0.0,4.056700680272108,55.4546737473835,31.7424771153473,5.538925252383345,38.14594894377801,66.2271221763131,0.0,49.05938675955244,31.749653560165648,60.6636706846161,0.0,43.32193961046029,19.89581062927855,2.442369987304323,4.274893741319607,1.4081902714789618,10,2,19.89581062927855,2.061910235410867,2,3.239780441369997,7,4.885673558732894,2,25.909429151344803,11,2,33.5,15.5,0.5344827586206896,-2.5,-0.0862068965517241,0.5491525423728815,26.68281447058792,0.58974358974359,0.1207729468599033,1.7762719557377056,1.4867910410186886,1.3464707680950945,7.617043868852455,7.623075889908255,7.575086594594592,6.185245901639345,6.122605504587154,6.038925675675676,-0.081061474106265,0.0125564165712775,0.046130216274655,1.2205538403963718,0.6944096276991194,0.6911559111906573,0.0193485278369205,0.1195912736896299,0.0972801686971959,1.0053461395318128,0.8286152525642235,0.8841151610058439,1711.0,33.20349935870312,-8.74258903449024,-3.26318812128856,735.0832462796501,22.20660832402891,-3.843500562797848,-0.398044433624108,1689.706876293346,33.22230116745415,-8.83540835240793,-2.8388811252532173,20.692023676495605,14.102520722433818,11.876626589341516,3.109219129062554,1.6838223382589628,1.6586393311008856,799.3901891512813,0,0,27.935245956591373,15.591955909569588,1.987098010813753,3.714935630972089,17.2
Ocfentanil,COCC(=O)N(c1ccccc1F)C1CCN(CCc2ccccc2)CC1,12,12,2,2,3,3,3.610917912644224,4.07753744390572,4.52720864451838,4.980176086611547,5.403802874394014,5.233445456509227,5.410110274938871,5.608326450883828,5.656101070585053,5.688563078292831,7.51726606271257,3.5122000000000027,105.37000000000003,-4.898047971953493,370.2056563240008,6.85566030229631,357.38507844741326,291.62000000000063,572.1215836707723,0.8921638184768503,160.09235738888145,7,0.2413793103448276,21.70273483947681,11.253462603878116,6.2374010828821325,0.4090909090909091,4,0,4974.035543196499,56,13,54,27,22,32.78,32.78,59.10441099999998,34.223589000000004,69.15255435415757,0.1078361815231494,237.630998750098,1309.3083902908677,47.98225112315241,0.3147196458896803,0.6852803541103195,129.42295310407232,281.8095669955446,0.1835977112518462,0.123819322813596,2,5,3,0,0.0,4.024996456916099,42.46456947923127,32.78590758816322,12.424102805558814,25.30430569792599,65.97797594889738,0.0,50.199879012878114,18.40509473754901,54.59730361615449,0.0,6.06636706846161,16.934780678684483,2.682833473278098,2.7742407863585643,1.4896995972401816,9,3,16.937072082900492,1.318171086728503,1,1.4896995972401816,7,5.457074259636662,1,12.60806746080337,11,1,31.5,14.5,0.5370370370370371,-2.5,-0.0925925925925925,0.5638447971781306,23.476346903840263,0.5706371191135737,0.0877520537714712,1.7683036851785716,1.4663580747849003,1.3093028166755745,7.663497571428569,7.695830319999998,7.604346477611939,6.246428571428572,6.20573,6.077791044776119,-0.0873588502546489,0.0021774829105478,0.0274894357667708,1.216895241631219,0.6539474116963829,0.6329746823680797,-0.0025404500589143,-0.0653813034975403,-0.0668199639335728,1.0096915943572695,0.9783007379704436,0.9718941154305089,1431.0,38.19522218550715,-8.022814600699917,-4.276984526676457,612.4196626315033,23.205329580879187,-3.0345389229024486,-0.455657482568519,1427.014005407588,37.3621522154144,-8.048992371774922,-3.788957411202426,19.06226716449869,13.185871848001629,11.13109654455999,3.1831803252359374,1.667762925287138,1.5011131896599397,730.1024533697802,1,0,24.741277186980625,18.57326498439736,1.98719703736094,4.009951741059581,10.3
"2,2′-Difluoro acetylfentanyl",CC(=O)N(c1ccccc1F)C1CCN(CCc2ccccc2F)CC1,12,12,2,2,3,3,3.58351893845611,4.0943445622221,4.548599834499697,5.002267044425739,5.424399205019116,5.26074529364028,5.382198850528739,5.56224291158248,5.584670431260131,5.672893621622456,7.501548175861944,4.024800000000004,99.12600000000008,-5.192290232759359,358.18566982800064,7.163713396560013,337.3664252258732,273.4200000000003,503.9601587801437,0.83256159965451,152.77940544790422,5,0.1785714285714285,20.72704081632653,9.97229916897507,5.517700957934194,0.3809523809523809,4,0,4807.72358655716,52,13,50,26,21,23.550000000000004,23.550000000000004,55.18903199999998,30.590968,101.35260004667856,0.1674384003454901,157.25492470000324,1052.7537019128677,47.55491032292967,0.3701044027183696,0.6298955972816306,135.60756184463773,230.7959741539009,0.1763428141604366,0.1286270857893479,1,5,2,0,0.0,3.867206212732006,30.33183534230805,32.59984724657631,11.63444168209179,32.22804289761662,65.72882972148167,0.0,36.48319950708767,25.32883193723964,48.53093654769288,0.0,12.13273413692322,13.260508933235965,2.233579618767209,3.9019055043581554,0.0,8,4,13.265961345682422,0.5467826181534015,1,1.4831290493317009,6,4.652356073793664,1,12.12957228174001,11,1,31.25,15.0,0.5769230769230769,-1.25,-0.048076923076923,0.583904761904762,22.778614744802702,0.5548820090928775,0.1150994927818962,1.806459296923077,1.5068381756305484,1.2985118752865468,7.667676923076922,7.664351569892473,7.686170437499999,6.270192307692308,6.206806451612903,6.1762734375,-0.0520445174050784,-0.004244586561678,0.009504435465724,1.151303484259208,0.5485639983951315,0.5439379728621504,-0.0739117509481557,0.0109375173427326,0.0151207565862517,1.0744315135056262,0.661927664211774,0.6788458643892374,1225.0,36.0456350668894,-6.979115343381659,-2.496336654744475,532.9893401306335,22.931997462109265,-3.063039666306347,-0.1662901913538543,1235.6895798642956,35.35955130368619,-6.955633661312352,-1.8893369580178176,18.51829709012868,12.5585506480638,11.126939206829604,3.1887584397314552,1.655800745959834,1.4644339917341551,757.1812264420727,2,0,19.427322524763603,19.409873865558257,1.988205966541351,4.01121169212813,12.3
2-Furanylethyl fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccco2)CC1,11,11,2,1,3,2,3.5115454388310208,3.965563772356176,4.408242476804775,4.8495858725778405,5.056643815303811,4.994251814845732,5.246365960915937,5.427424925935652,5.2860549899758364,5.394195566816371,7.279879023307665,3.729700000000003,96.09300000000006,-4.273014695868525,326.19942807200067,6.523988561440014,319.3620079936326,265.98000000000013,552.0302382774906,0.9150102950450004,143.6076060205252,6,0.2307692307692307,18.7810650887574,9.629757785467127,5.25,0.45,5,0,4122.364634253738,52,12,50,24,20,36.690000000000005,36.690000000000005,54.54061799999997,32.107381999999994,51.27470951038256,0.0849897049549992,278.88455448997803,1058.2545430304408,44.416578355556446,0.2688693292566563,0.7311306707433434,97.862214219954,266.1146458053745,0.2675549835946179,0.1291031494049366,2,4,3,0,0.0,4.488575680272109,25.12283840507545,44.20513956742126,5.760247418874442,38.64886452054263,54.48797989374477,0.0,36.48319950708767,31.94644948734309,53.14488341192368,0.0,54.28821640977237,14.356897625881732,5.286509694276649,5.029230712219078,0.0,8,2,15.78341830642974,2.0718350695420504,1,1.9412339718562663,7,6.642696139788942,1,12.47427941221637,9,2,27.25,12.0,0.5,-3.25,-0.1354166666666666,0.5386666666666668,17.730386671763274,0.5993031358885021,0.0726744186046511,1.757759078076923,1.450920469728617,1.234028186706866,7.61486923076923,7.594375829787234,7.525046456692912,6.183653846153846,6.093329787234041,5.948826771653543,-0.0959282297867105,0.025960483209395,0.0681908873935729,1.239061028641166,0.7682523885618223,0.7539101949459304,-0.0923809441192311,0.0265343907864371,0.028197292042459,1.112513046234073,0.9674925618614888,1.0042453540815974,1225.0,40.54302097512736,-7.469141379332394,-2.8448637599877427,520.56987849974,22.627156546978288,-2.8815931948454434,-0.494454006761769,1201.8792199366726,40.44150760987104,-7.602536752739894,-2.533056544502222,16.77781011412252,11.775188245478668,9.869610861101268,3.094555750124158,1.6965064109815422,1.464290924925469,616.3531101301007,0,0,22.461457081022843,15.551083679842629,1.977438974979733,3.7043520677167847,9.9
4′-Methyl acetyl fentanyl,CC(=O)N(c1ccccc1)C1CCN(CCc2ccc(C)cc2)CC1,12,12,2,2,3,3,3.555348061489413,4.04305126783455,4.465908118654584,4.923623917106626,5.368309738368072,5.182836366672891,5.313513813429319,5.48945412172716,5.403802874394014,5.568344503761097,7.411329676033935,4.055020000000003,103.94700000000006,-4.884193405143032,336.22016351600075,6.343776670113222,342.5272925421148,283.99000000000046,595.3182631169861,0.944082653294279,150.81327675644835,5,0.1851851851851851,19.753086419753085,9.796296296296296,5.736296296296296,0.4090909090909091,4,0,4146.054942849323,55,13,53,25,22,23.550000000000004,23.550000000000004,58.41220399999997,32.377796,35.26027896265549,0.0559173467057211,265.2379501915344,991.916677509652,36.81460994314271,0.289686825278908,0.7103131747210922,115.18796889765804,282.4413288336284,0.1967678929514655,0.1421571456455382,1,3,2,0,0.0,4.5108921036274925,48.02802097092827,38.28723352125987,0.0,39.15178009730724,65.72420659954848,0.0,36.48319950708767,30.89228342893664,54.59730361615449,0.0,35.23174507315853,19.216150576831563,3.1853162547796385,7.02807921723246,0.0,9,3,18.900849771068994,3.740997556565496,2,3.804396142150576,6,6.408999329861524,1,12.175688940361663,10,1,29.25,14.0,0.56,-1.25,-0.05,0.518238993710692,19.26736193069036,0.6363636363636367,0.1098901098901098,1.8057923760000003,1.5039853595776562,1.3340546443632686,7.504768072727271,7.4714472727272705,7.440683940298506,6.069090909090909,5.967202020202021,5.883880597014927,-0.0501287576129504,0.0485709868931332,0.0834862903687921,1.168761836543152,0.718666059307735,0.7537097752131096,-0.0167787326871137,0.0933018505835201,0.0764689618383384,1.031024421111158,0.92255616255123,0.9985032252409834,1378.0,41.97535454376034,-7.001898633868066,-3.682281745837898,597.9270340997963,25.73260315913073,-3.0125107020037856,-0.3141873590997957,1330.798685925473,41.74522973513648,-7.098797592140045,-3.335777176273808,17.648053602125596,12.131030293135236,10.703510825826603,2.925577807703704,1.7896267893223154,1.4051642167017833,672.933224492396,0,0,22.79071957997224,17.738745608650014,1.9916915683903,3.7020340426007854,14.3
Hexanoyl fentanyl,CCCCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,12,12,2,2,3,3,3.6375861597263857,4.060443010546419,4.483002552013883,4.925440448033024,5.340538381981999,5.151845462647779,5.387072014823595,5.572154032177765,5.550291299530123,5.678678319060289,7.469689805136518,5.307000000000006,117.67800000000004,-5.934756763059866,378.2671137080009,6.101082479161305,394.4152482136869,326.26000000000107,690.2489335221505,0.9643945983673896,169.90810309963817,9,0.3,22.68,12.6398891966759,7.335069444444445,0.48,8,0,4627.195186756808,64,13,62,28,25,23.550000000000004,23.550000000000004,67.42296199999997,38.397038000000016,25.48395702977044,0.0356054016326105,322.55640181408927,1266.383846006365,38.92772611888037,0.274667053818529,0.725332946181471,140.7046723906915,371.5688982271165,0.1747988885445669,0.128147245361359,1,3,2,0,0.0,4.651218427185689,68.29631699323552,37.78431794449526,0.0,57.911329389320656,66.2271221763131,0.0,36.48319950708767,51.01211842894368,60.6636706846161,0.0,18.19910120538483,21.30677573168856,7.1592473048380425,5.43380112523313,0.0,10,2,20.983162940893223,2.466084730068559,1,2.1851261598766176,10,10.407922270194554,1,13.022330499352124,11,1,30.75,14.0,0.5,-2.75,-0.0982142857142857,0.5059139784946239,20.42985372740412,0.6440944881889767,0.0611246943765281,1.786977289687501,1.4668387021627098,1.233990725278402,7.470149749999996,7.420831247863243,7.341919048780485,6.02421875,5.902504273504274,5.749762195121953,-0.0431475107272496,0.0553852410665088,0.0873515155652686,1.2066201981815945,0.7333850433844636,0.7820466104587656,-0.101914060672606,0.0873570015570192,0.0546845168909641,1.1465092927471765,0.930779366723764,1.0245398572542206,1891.0,62.61407129633398,-11.473288223668284,-4.603733687660517,799.2314643925158,34.88600862869745,-4.695569487917866,-0.3134593111248381,1815.407376365224,60.62557717450198,-11.32316957670214,-4.067063156436591,19.606237238868705,13.775188245478668,11.310697877012036,2.811580344392436,1.8138551951464643,1.4647524980356563,693.0024873594912,0,0,35.209817184154325,18.910849776173723,1.9869800826217523,3.701941107655635,25.2
4′′-Methoxy fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccc(OC)cc2)CC1,12,12,2,2,3,3,3.610917912644224,4.07753744390572,4.532599493153256,4.969813299576001,5.421640582580036,5.306099506990091,5.4542521681687965,5.572154032177765,5.541018417077777,5.625820933186489,7.4999765409521215,4.145300000000003,110.37900000000008,-5.008944572586756,366.2307282000008,6.425100494736856,368.6135047174627,303.9500000000007,617.1215798496572,0.9219125345426152,162.29176410035186,7,0.2413793103448276,21.70273483947681,11.253462603878116,6.2374010828821325,0.4347826086956521,5,0,4615.806151916232,59,13,57,27,23,32.78,32.78,62.21778999999997,36.12021000000001,52.27118435202191,0.0780874654573847,300.410054137095,1304.7249487276604,48.80116607275431,0.2756100228425942,0.7243899771574058,123.49717811637936,324.58949464918544,0.2548683164772247,0.1161855552638243,2,4,3,0,0.0,4.542797574149034,37.255572541998674,37.78431794449526,5.749511833283905,38.64886452054263,60.160755107851486,5.749511833283905,43.5929970483652,31.749653560165648,54.59730361615449,5.749511833283905,54.28821640977237,18.741566188869538,3.65676875995259,5.093915220281562,1.695608330912714,9,3,18.438708373618145,3.270544585691696,2,3.642292983041089,7,6.8039993281057765,1,12.558313656914953,11,1,31.25,14.5,0.5370370370370371,-2.25,-0.0833333333333333,0.5304093567251463,21.63063759549696,0.6106750392464682,0.1028277634961439,1.7665143949152546,1.4597706770852543,1.301832583378676,7.577377559322031,7.5659495094339615,7.487266647887323,6.140677966101695,6.053707547169814,5.9250070422535215,-0.0838124436121233,0.033166042143003,0.0729245181797253,1.2297545515768926,0.7720536685739339,0.7646840991369993,-0.0053906899549358,-0.0066628211413537,-0.0087917810849675,1.0267745776426018,1.1042273586986024,1.1240970294623105,1596.0,46.85990586547579,-8.155380554401246,-2.8874151470195164,679.4549638457153,26.325637053347343,-3.341809712917516,-0.1397856375440401,1557.147846646038,47.18070113224141,-8.38808301779107,-2.4790641663456854,19.06226716449869,13.207039898056804,11.014128043352647,3.060044340366864,1.7340766187599723,1.4119702462923307,706.9180239904894,0,0,25.13247081799602,18.999380839665022,1.9877568060702049,3.702053654945592,16.0
2-Methoxy furanyl fentanyl,COc1ccccc1N(C(=O)c1ccco1)C1CCN(CCc2ccccc2)CC1,17,17,3,2,4,3,3.7727609380946383,4.2801323269925415,4.802995929318011,5.28858263745114,5.6325549653678335,5.643457287171499,5.845987083465059,6.117064175670636,6.301187090280175,6.437601638485276,8.002359546252707,4.642100000000005,118.11950000000004,-5.462858277839908,404.2099927560008,6.969137806137945,383.46632527344246,318.540000000001,631.0976848575848,0.9279265366287428,177.41330334169947,7,0.2121212121212121,23.168044077134983,11.743801652892564,6.081011203677105,0.32,4,0,5796.475351128585,61,18,58,30,25,45.92,45.92,65.02620399999999,35.849796000000005,49.0183156508505,0.0720734633712569,268.97482352220686,1652.112058121287,51.52904502487917,0.3022581270539665,0.6977418729460333,139.81184646810226,322.74592767948786,0.2035975124216126,0.1209589058784623,3,5,4,0,0.0,4.354639077853364,42.46456947923127,25.67611004688569,5.749511833283905,25.30430569792599,84.31689965928823,5.749511833283905,43.5929970483652,28.95987934049528,77.41035168577014,5.749511833283905,29.16537800469692,21.86828204594782,4.422077538379396,2.9729065885613504,1.6394527623951325,12,4,23.30618739925585,3.211788178420054,1,1.6394527623951325,6,5.853490548219083,1,13.32908975861138,14,2,37.75,18.5,0.6166666666666667,-0.75,-0.025,0.5603448275862069,28.3947638709565,0.5933609958506226,0.0582750582750582,1.80743837180328,1.5294358833424395,1.3450964497128517,7.671783803278685,7.69229809345794,7.568581154929577,6.250819672131148,6.205915887850467,6.028936619718311,-0.0908024678572402,0.0117079934312198,0.0536607798276186,1.1629600940495244,0.79275185754433,0.7553859643352109,-0.0246331111160602,-0.0513431567005087,-0.050761360486507,1.0145813832592812,1.118957352979712,1.1238476225213427,1653.0,37.03340432919857,-6.937848057446372,-4.017697526202115,742.5662328003594,23.014473468854003,-2.730377708384083,-0.4790257456760444,1638.4329311150595,35.84196619676901,-6.876571336825843,-3.590052275792515,20.76093777724796,14.75835149307306,12.45983504958802,3.205770903475372,1.7168727837433613,1.3451690816937516,932.0471818975724,0,0,28.452266599712,23.41152886100439,1.9888034839032496,3.7079007498300207,18.7
3-Fluoro butyrfentanyl,CCCC(=O)N(c1cccc(F)c1)C1CCN(CCc2ccccc2)CC1,12,12,2,2,3,3,3.610917912644224,4.07753744390572,4.51085950651685,4.975008116453105,5.390212631252292,5.294560317670324,5.431262649944098,5.647432557424183,5.584435717023635,5.683154506860234,7.517724634185573,4.665900000000004,108.40200000000006,-5.563709124520169,368.2263917680008,6.575471281571443,365.89083671978,299.8400000000008,589.0711151715449,0.892544845897655,161.34375427377117,7,0.2413793103448276,21.70273483947681,11.253462603878116,6.5,0.4347826086956521,6,0,4703.462886776102,58,13,56,27,23,23.550000000000004,23.550000000000004,61.30599699999998,34.494003,70.91938040865298,0.1074551541023446,222.24502439286084,1144.5191652803203,43.937259250596,0.3316301326449518,0.668369867355048,144.45392523345896,291.1335290227364,0.1782863645704203,0.1307438207422261,1,4,2,0,0.0,4.31812429138322,43.32193961046029,37.78431794449526,5.817220841045895,45.06968614346864,65.97797594889738,0.0,36.48319950708767,38.17047518309165,54.59730361615449,0.0,23.95638106746432,17.138162296315286,4.222918464377318,4.998898991504061,0.0,9,3,16.986472219049812,1.7614957706447816,1,2.0077811354110056,8,7.214036320470372,1,12.736363001241768,11,1,31.0,14.5,0.5370370370370371,-2.0,-0.074074074074074,0.540731292517007,21.7278311416806,0.5986319505736984,0.0866199778842609,1.7957106032758623,1.484552754698467,1.259029412323068,7.5586964137931,7.528675961904757,7.488607753424658,6.13448275862069,6.037266666666667,5.92877397260274,-0.0471783785627125,0.01296038912779,0.0329329283423157,1.1812414729373193,0.5893101235007291,0.6033577520002877,-0.0892328170657512,0.0367871792927111,0.0319712934229525,1.113772302101483,0.7199402068021965,0.7639976655009096,1540.0,46.335003496634215,-9.254058636865455,-3.735515594828078,659.4021551370413,26.35931415657395,-3.974772150690709,-0.2987086374246924,1511.6992731001428,46.023184966953536,-9.041532570749322,-3.3614175170961658,19.06226716449869,13.16903509559602,11.237358290556996,3.0393730126283933,1.7369710942074013,1.4863166458523385,726.1680239904895,1,0,27.214418433404845,19.752300015791043,1.987360243024168,4.009942919364139,18.8
ortho-Methyl acetylfentanyl,CC(=O)N(c1ccccc1C)C1CCN(CCc2ccccc2)CC1,12,12,2,2,3,3,3.555348061489413,4.04305126783455,4.483002552013883,4.945207488773801,5.371800143307841,5.161566511296541,5.33226579212512,5.520710636471542,5.532277210296096,5.586077560948219,7.440036574777418,4.055020000000003,103.94700000000006,-4.884193405143032,336.22016351600075,6.343776670113222,342.5272925421148,283.99000000000046,566.9797453659886,0.932703624541368,150.81327675644835,5,0.1851851851851851,19.753086419753085,9.796296296296296,5.489603024574669,0.4090909090909091,4,0,4250.810548663007,55,13,53,25,22,23.550000000000004,23.550000000000004,58.41220399999997,32.377796,40.90868826670576,0.0672963754586324,242.7319956129222,956.640057320718,38.37899641144118,0.3003482364663739,0.6996517635336263,110.98718756936664,258.5411601750439,0.1965111438575446,0.1421012439744517,1,3,2,0,0.0,4.545174319727892,48.53093654769288,38.28723352125987,0.0,39.15178009730724,65.72420659954848,0.0,36.48319950708767,30.89228342893664,54.59730361615449,0.0,17.032643867773697,19.186751209691288,3.1856454728866344,6.996005403577101,0.0,9,3,18.87510742872211,3.6359620998279567,2,3.772302644695772,6,6.409348231767964,1,12.30042857191448,10,1,29.25,14.0,0.56,-1.25,-0.05,0.518238993710692,19.335854537983227,0.6363636363636367,0.1098901098901098,1.8057923760000003,1.5039853595776569,1.3372979002949776,7.504768072727271,7.4714472727272705,7.441375791044774,6.069090909090909,5.967202020202019,5.885828358208956,-0.0501287576129504,0.0485709868931332,0.0834862903687921,1.168761836543152,0.718666059307735,0.7537097752131096,-0.0167787326871137,0.0933018505835201,0.0764689618383384,1.031024421111158,0.92255616255123,0.9985032252409834,1378.0,31.15190257063816,-5.558087502932791,-3.581673848561512,597.9270340997963,20.64056515747772,-2.128946062955994,-0.977559326483704,1330.798685925473,31.123070438043108,-5.644027822406308,-3.289504270155434,17.648053602125596,12.14786704554084,10.609154461628757,2.925577807703704,1.7895763191008494,1.455355115339009,690.1832244923961,0,0,22.62120218486463,17.06291979024866,1.990512459793919,3.702034352630596,12.5
3-Furanyl fentanyl,O=C(c1ccoc1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,17,17,3,2,4,3,3.725693427236653,4.223177434065069,4.726281011737149,5.20572224762794,5.529429087511423,5.48945412172716,5.722972169049342,6.003578377491493,6.119747817398232,6.262981509095281,7.8664467584897615,4.633500000000004,111.56750000000004,-5.208376271916379,374.1994280720007,6.929619038370384,357.3801130980947,298.5800000000007,599.8468763017665,0.9157433815417114,165.93481599779597,6,0.1935483870967742,21.24037460978148,10.85782272456871,5.795610425240055,0.2916666666666667,4,0,5060.95707611642,57,18,54,28,24,36.690000000000005,36.690000000000005,61.22061799999999,32.107381999999994,55.19130185234325,0.0842566184582885,242.89026084038784,1325.023743612065,55.33847910139532,0.3145983936960362,0.6854016063039637,134.98631044359556,294.08870439585974,0.2332257956028233,0.1291682997963498,2,4,3,0,0.0,4.466655801209372,48.53093654769288,31.36349632156925,6.263162995639057,25.30430569792599,90.38326672774984,0.0,36.48319950708767,28.76308341331784,83.67351468140919,0.0,35.23174507315853,22.563032817273992,6.123278051247026,3.093996756109851,0.0,13,3,25.44987173616468,2.9420990022473266,0,0.0,6,6.124162477867383,1,13.150243386729295,12,3,35.75,18.0,0.6428571428571429,0.25,0.0089285714285714,0.5506172839506174,25.26723086182481,0.6139817629179335,0.0247524752475247,1.8482100361403515,1.58341789141094,1.3346268065490874,7.608347017543857,7.609941479999998,7.449988145985401,6.189473684210527,6.133629999999999,5.898890510948906,-0.0611244345018311,0.0238338454745898,0.063064772634374,1.1039068241133767,0.7573638553992204,0.7387060344788031,-0.0682273855007023,-0.0192422381318617,-0.0376983663096156,1.0477450761471578,1.0180274053647704,1.0641452915551226,1431.0,39.736265328508495,-6.598255790857284,-5.052769973677624,657.2060892781831,25.13920474065864,-3.3742288192351872,-0.6223085683835348,1405.9972097400223,40.057975836867406,-6.725622457061284,-4.677202991649358,19.18358750805833,13.809663088089316,11.741285539196523,3.106367724777503,1.7695767175663946,1.2922571037913362,854.1452858953213,0,0,32.19569679765239,21.83568609592461,1.988271204200076,3.7048068114048007,18.4
N-Acetyl norfentanyl,CC(=O)N(c1ccccc1)C1CCNCC1,6,6,1,1,2,2,3.091042453358316,3.5115454388310208,3.907010463604602,4.383587915240834,4.759499421301942,4.576642102373553,4.791649752930709,4.880431691564408,4.30575285731789,4.176308500073531,6.68171691674291,1.7915,65.49370000000005,-2.529177556893524,218.141913196,6.415938623411765,218.02926131836625,180.9399999999996,376.41865043612097,0.8811055872723697,96.45138472059918,2,0.1176470588235294,12.456747404844291,6.074380165289257,3.25,0.4615384615384615,3,0,2582.923043195557,35,7,34,16,13,32.34,32.34,36.714273999999975,21.205725999999995,50.79308885314699,0.1188944127276302,180.67237821793248,514.7331119280045,32.665652032773,0.2885446938811787,0.7114553061188212,52.662254623275054,129.84761556328644,0.2627466759883501,0.1855947837539817,1,3,2,1,3.32200853489544,1.9313888888888888,18.19910120538483,18.652964303522147,0.0,25.807221274690605,30.33183534230805,0.0,25.03853337032462,19.765380445542643,30.33183534230805,0.0,35.23174507315853,10.288574892920131,2.072369614512472,3.650391628873772,0.0,5,1,9.940287855883094,1.0156481481481483,1,1.6478514739229024,4,4.074909769463341,1,11.749155328798183,6,1,18.0,8.0,0.5,-2.0,-0.125,0.5343137254901963,10.6769086568897,0.5979112271540472,0.1091703056768558,1.7390275877142858,1.4350583622848094,1.2198618911044186,7.603193485714285,7.554942095238094,7.520123627906975,6.175114285714286,6.057460317460317,5.945662790697675,-0.0538383844717071,-0.0102582943923926,0.018660133170564,1.208235449540488,0.7523245949293516,0.7829554521956773,-0.1036889055852244,0.0949600883080947,0.0813446281532402,1.1340833633719465,0.7962173192310231,0.8726871427586324,561.0,24.56385901192913,-3.825478720370939,-2.1310171846528387,233.1772345834906,13.77477652477407,-1.8671549313006164,-0.3697002017910977,549.319620036613,24.44184768405975,-4.000952588208247,-1.9326711818130904,11.380468888623982,7.787693700234704,6.617547397756503,3.021614871911295,1.6460994614424302,1.9648188585694395,344.2100435955634,0,0,11.330612147330584,9.944034172213172,1.9762595983246585,3.702009775534693,2.7
