compound,smiles,nAromAtom,nAromBond,naRing,n6aRing,nRing,n6Ring,piPC1,piPC2,piPC3,piPC4,piPC5,piPC6,piPC7,piPC8,piPC9,piPC10,TpiPC10,SLogP,SMR,FilterItLogS,MW,AMW,Vabc,VMcGowan,TASA,RASA,LabuteASA,nRot,RotRatio,Kier1,Kier2,Kier3,FCSP3,C2SP3,C3SP3,GRAV,nBonds,nBondsM,nAtom,nHeavyAtom,nC,TopoPSA(NO),TopoPSA,apol,bpol,TPSA,RPSA,DPSA1,DPSA2,DPSA3,FNSA1,FPSA1,WNSA1,WPSA1,RNCG,RPCG,nO,nHetero,nHBAcc,nHBDon,SssNH,SsssN,PEOE_VSA6,PEOE_VSA8,PEOE_VSA10,SMR_VSA5,SMR_VSA7,SMR_VSA9,SlogP_VSA2,SlogP_VSA5,SlogP_VSA6,SlogP_VSA11,EState_VSA7,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,NaaCH,NaasC,SaaCH,SaasC,NsCH3,SsCH3,NssCH2,SssCH2,NdO,SdO,C2SP2,C1SP2,ETA_beta,ETA_beta_ns,AETA_beta_ns,ETA_dBeta,AETA_dBeta,ETA_epsilon_1,ETA_eta_F,ETA_psi_1,ETA_shape_p,AATS1p,AATS2p,AATS3p,AATS1se,AATS2se,AATS3se,AATS1are,AATS2are,AATS3are,MATS1p,MATS1se,MATS1are,GATS1p,GATS1se,GATS1are,MATS2p,MATS2se,MATS2are,GATS2p,GATS2se,GATS2are,Mor01,Mor02,Mor03,Mor06,Mor01p,Mor02p,Mor03p,Mor06p,Mor01se,Mor02se,Mor03se,Mor06se,Xp-0d,Xp-1d,Xp-2d,IC1,AMID_C,BalabanJ,BertzCT,nF,nCl,MDEC-22,MDEC-23,BCUTp-1h,BCUTse-1h,retention_time_min
omega-Hydroxy fentanyl,O=C(CCO)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,12,12,2,2,3,3,3.58351893845611,4.02535169073515,4.460144413937834,4.910814958814044,5.321179035691299,5.122474775851791,5.354520463106594,5.527442989539794,5.489195957274971,5.597263881277747,7.425618580099778,3.109100000000001,105.23880000000004,-4.182477272665909,352.2150781360008,6.522501446962978,351.3175194936054,289.86000000000064,568.1084080036796,0.8938740039423033,155.60751050864437,7,0.25,20.72704081632653,11.11111111111111,6.260869565217392,0.4090909090909091,5,0,4454.153292752464,56,13,54,26,22,43.78,43.78,59.21420399999998,32.377796,67.44918232573914,0.1061259960576967,224.4908617144497,1236.7444315931511,52.06704893865448,0.3233906217703318,0.6766093782296683,130.62828975156344,273.30516087377384,0.2034211726111093,0.1177081095479898,2,4,3,1,0.0,4.396773982741244,48.53093654769288,31.36349632156925,0.0,31.725127320852,66.2271221763131,0.0,48.196608866441295,24.825916360475023,60.6636706846161,0.0,35.23174507315853,20.65209663946625,3.1965972169549834,2.977402692932892,0.0,10,2,20.43966582146004,2.3123561898358984,0,0.0,8,6.173999909887876,1,12.587511905247815,11,1,30.0,14.0,0.5384615384615384,-2.0,-0.0769230769230769,0.5358024691358027,20.80574010198168,0.6071428571428575,0.053475935828877,1.7871275777857147,1.5007670788079202,1.2694197738533568,7.591958285714283,7.555880239999998,7.45997317142857,6.15625,6.057930000000002,5.887721428571429,-0.0212135619544203,-0.0209983174653919,0.0079654704838004,1.1529143242717974,0.8199841103387955,0.8198834094324419,-0.0843392756174278,-0.0121352518362888,-0.0332511284222445,1.1132783254754708,0.9313662245476806,1.0066665341294048,1431.0,43.60440578346035,-8.556390338984846,-4.9670871816966775,614.7245483914526,25.400710345343224,-3.785313510221516,-0.9302342995972872,1400.1084811702544,44.16338905401335,-8.741501061605632,-4.646077560850061,18.19202367649561,12.775188245478668,10.60359109582549,3.075622359549274,1.734497602699263,1.4626383409762167,667.0563074753592,0,0,30.36688183923835,17.65338870719073,1.986601089372381,3.702020991349128,7.7
2-Isopropylfuranyl fentanyl,CC(C)c1ccccc1N(C(=O)c1ccco1)C1CCN(CCc2ccccc2)CC1,17,17,3,2,4,3,3.795489189172194,4.307437777682809,4.827313236968718,5.31842631947075,5.666859120551603,5.703990786291159,5.909525511290243,6.154592666012205,6.357029544658039,6.528049287717182,8.057971230535179,5.756900000000005,125.65650000000004,-6.147225025438558,416.2463782640009,6.607085369269855,409.2680687696666,340.85000000000133,651.8122848685435,0.943442968795387,185.02964234098584,7,0.2058823529411764,24.13494809688581,11.9234404536862,6.320881483472185,0.3703703703703703,4,1,5871.2849073021225,66,18,63,31,27,36.690000000000005,36.690000000000005,70.23137599999998,38.126624000000014,39.07450577741852,0.0565570312046128,261.505065552755,1480.2702272763993,45.25968379171061,0.3107468046188476,0.6892531953811522,148.32708100583628,328.99747648324114,0.2143144585836299,0.1370890080307746,2,4,3,0,0.0,4.523909911186697,62.37841094707412,31.36349632156925,0.0,45.06968614346863,89.88035115098522,0.0,36.48319950708767,54.28871127773492,77.41035168577014,0.0,10.966276799312087,22.67953082858053,4.573428347412835,7.429704792028025,0.0,12,4,24.08314220040709,4.00529920082718,2,4.362238858123599,6,6.065546535928932,1,13.491315760123095,13,2,37.25,18.0,0.5806451612903226,-1.25,-0.0403225806451612,0.5338624338624337,27.59466628692211,0.6227461858529822,0.0890868596881959,1.8241808775757584,1.54133892427278,1.3411854473435958,7.560653333333328,7.533650576271182,7.442135826086954,6.129545454545455,6.037737288135594,5.887447204968946,-0.0525793234748132,0.0344881741574525,0.0721437033749186,1.1447380839247248,0.7629417984414096,0.7555266161687645,-0.0329511326712489,0.0397476695844683,0.0394986548329384,1.0438429405384595,0.9631057580886192,0.9959466512410045,1953.0,33.37733023790264,-8.012730640994793,-5.844813345410659,867.5843260601333,20.42876112403877,-3.1281177926033816,-1.55874832548956,1903.1058378498235,31.97755929242433,-7.934253966831325,-5.412772634085159,21.63118126525103,15.131030293135234,13.199378650115513,3.147649015347934,1.782123326763574,1.369055774009017,957.9211060452468,0,0,28.452266599712,26.07439430190732,1.9935588769790813,3.707703548462087,24.6
β-Methyl acetyl fentanyl,CC(=O)N(c1ccccc1)C1CCN(CC(C)c2ccccc2)CC1,12,12,2,2,3,3,3.555348061489413,4.02535169073515,4.460144413937834,4.92180408038964,5.329694902240292,5.126193634730528,5.372960909543803,5.457988494906673,5.39703083948407,5.551019720103791,7.398709773105716,4.307600000000004,103.92100000000006,-4.376503405143032,336.22016351600075,6.343776670113222,342.5272925421148,283.99000000000046,575.9596118601121,0.9357883915129632,150.81327675644835,5,0.1851851851851851,19.753086419753085,9.796296296296296,5.489603024574669,0.4090909090909091,3,1,4214.971204852049,55,13,53,25,22,23.550000000000004,23.550000000000004,58.41220399999997,32.377796,39.52100008562108,0.0642116084870365,247.6661682519572,982.026886545952,38.62412772146418,0.2988026239616189,0.701197376038381,113.1913294435624,265.625054237532,0.1939908463813601,0.1401508375704191,1,3,2,0,0.0,4.523254440665156,55.4546737473835,38.28723352125987,0.0,38.64886452054263,66.2271221763131,0.0,36.48319950708767,38.17047518309165,60.6636706846161,0.0,35.23174507315853,21.09754912277272,2.075365016376921,7.169806127697994,0.0,10,2,20.789047821017448,2.421643645622723,2,3.976304773452591,5,5.268866370622323,1,12.200263962860983,11,1,29.25,14.0,0.56,-1.25,-0.05,0.518238993710692,19.43954630447076,0.6363636363636367,0.1098901098901098,1.8057923760000003,1.5107422424579695,1.3226327646658758,7.504768072727271,7.47547927272727,7.428459240875911,6.069090909090909,5.973868686868687,5.867744525547445,-0.0501287576129504,0.0485709868931332,0.0834862903687921,1.168761836543152,0.718666059307735,0.7537097752131096,-0.0354960645914738,0.0883363386485791,0.0679533296063138,1.0521845986012388,0.9260725951277248,1.005393467088472,1378.0,34.822085177862725,-6.8017423024854935,-3.421001114173681,597.9270340997963,22.915825009641125,-3.1980106178587704,-0.2958288671345453,1330.798685925473,34.905499700708326,-6.89481129363689,-3.027939332563204,17.648053602125596,12.14786704554084,10.611339139894264,2.930711031433532,1.7881952398979135,1.460349335741431,662.9412795480589,0,0,21.860419024878937,18.16613380973456,1.9879077126059272,3.7020339718894295,12.6
3-Methylbutyr fentanyl,CCCC(=O)N(c1ccccc1)[C@@H]1CCN(CCc2ccccc2)C[C@@H]1C,12,12,2,2,3,3,3.610917912644224,4.060443010546419,4.4942386252808095,4.9469852670198,5.364222141435755,5.177561165412237,5.413040168907826,5.595175955684527,5.60947179518496,5.66923416215168,7.490180374100029,4.772800000000005,112.99100000000006,-5.292656968998831,364.25146364400086,6.17375362108476,377.1192629898296,312.170000000001,630.8470949083621,0.960023810723661,163.54316098524157,7,0.2413793103448276,21.70273483947681,11.253462603878116,6.2374010828821325,0.4583333333333333,5,1,4618.08722503936,61,13,59,27,24,23.550000000000004,23.550000000000004,64.41937599999997,36.39062400000001,26.26899727776072,0.039976189276339,271.7716362149059,1125.0534628797047,37.355203210742175,0.2932088108580903,0.7067911891419094,126.60802152669666,305.19353708326423,0.1804861056607936,0.1324313664890033,1,3,2,0,0.0,4.643193735827664,62.37841094707413,37.78431794449526,0.0,45.57260172023325,66.2271221763131,0.0,36.48319950708767,38.67339075985628,60.6636706846161,0.0,18.19910120538483,21.21444236848399,3.6507942974087246,7.588623523292084,0.0,10,2,20.92330784677407,2.4461553205993147,2,4.380156891268904,7,6.859260929431905,1,12.89306746080337,11,1,30.25,14.0,0.5185185185185185,-2.25,-0.0833333333333333,0.5096045197740116,20.43876490485096,0.6416938110749189,0.1015228426395939,1.792632097049181,1.4859356963336672,1.2789402006894577,7.480554163934422,7.437220396396395,7.379162890322579,6.037704918032787,5.924261261261263,5.805374193548386,-0.0452457078880733,0.0534235688264074,0.0863667628948285,1.1949846780948172,0.7284124953789876,0.7727069562257447,-0.0563848512756407,0.0928414790785159,0.0683852458730953,1.092905033786795,0.9241323910850944,1.0090736027809823,1711.0,40.67650007844253,-8.323387457961193,-3.6191383497086735,728.8951893711159,24.70286614967462,-3.60573732279445,0.0687704516288191,1645.5315445256003,39.720915058808245,-8.081218033019685,-3.057835140693652,19.06226716449869,13.185871848001629,11.143001926359156,2.9114405915663952,1.8021647551938893,1.5285961447813814,700.8358168273522,0,0,26.42717264548381,20.2298307547948,1.986950837326104,3.701939100656232,22.2
β-Hydroxythiofentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2cccs2)CC1,11,11,2,1,3,2,3.5409593240373143,4.00277736869661,4.455799729333823,4.899238075639,5.110857631897958,5.073218780398023,5.267213621496703,5.453449707245703,5.345022024226448,5.442958689707289,7.325930931449482,3.6891000000000025,102.95980000000006,-3.376555605140167,358.1714990720008,7.022970570039231,337.8710324679468,282.3300000000003,556.0669635984345,0.8943976595495807,153.2478737790559,6,0.2222222222222222,19.753086419753085,9.796296296296296,5.258488003621548,0.45,5,0,4621.484218113123,53,12,51,25,20,43.78,72.02,57.44061799999997,32.831382,65.65532923322404,0.1056023404504192,168.59415923370557,1166.4571683544568,50.7533890257098,0.3644136126550674,0.6355863873449322,140.85993108352466,245.67867832032985,0.2058620701380849,0.120702908429538,2,5,4,1,0.0,4.285238357688755,31.18920547353706,42.66146513819656,6.103966387748303,38.33200928536492,52.72177944339848,0.0,41.58972690192837,37.16731564991825,47.84463224969719,0.0,59.66827918023828,14.17712716283087,1.9870074378083027,4.408672860979409,0.0,8,2,15.93529797565401,2.0144598123404043,1,1.9214168613573368,6,4.891809591439371,1,12.50011113006829,9,2,27.5,12.0,0.48,-3.5,-0.14,0.5470588235294119,18.15435824395728,0.611940298507463,0.094850948509485,1.8711576553962264,1.578439227785695,1.3033815534224846,7.632692377358489,7.600270084210526,7.557293784615384,6.173584905660377,6.07737894736842,5.965353846153846,0.0273291606496996,-0.0276420331131846,0.0031969718436512,1.0118335523752435,0.8180955695694331,0.8174597214040946,-0.0166539178011837,0.0103286331169659,0.0131113906935296,1.0175177513505624,0.8999573892313225,0.954711951468921,1275.0,39.80181025719977,-8.156882512242516,-2.6727759435066583,577.2832035382856,23.31245204413319,-3.876300776762224,-0.015609628312348,1255.2145163540538,39.56547738839426,-8.255966603765307,-2.239235659723929,17.648053602125596,12.185871848001629,10.399300988101276,3.3215774937788987,1.6306745013440362,1.4956210277622188,651.6003813830273,0,0,19.29733737896468,17.684330377129825,2.9363854977096224,3.702000293399676,9.9
Isovalerylfentanyl,CC(C)CC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,12,12,2,2,3,3,3.610917912644224,4.060443010546419,4.471638793363569,4.932673752626544,5.330905556141189,5.151845462647779,5.384781718946993,5.561642707495079,5.545909598264556,5.665994068594545,7.462789157412448,4.772800000000005,112.99100000000008,-5.1668869689988295,364.25146364400086,6.17375362108476,377.1192629898296,312.17000000000087,650.7239122962612,0.9633902090113166,163.54316098524157,7,0.2413793103448276,21.70273483947681,11.253462603878116,6.779538252602988,0.4583333333333333,5,1,4537.453671456147,61,13,59,27,24,23.550000000000004,23.550000000000004,64.41937599999997,36.39062400000001,24.72815915884477,0.0366097909886835,278.070315621065,1157.1234091212862,37.737793341833765,0.2941598468844528,0.7058401531155472,134.20616506828503,322.0293357647085,0.1805325620312596,0.1325053050359733,1,3,2,0,0.0,4.6191775321239605,62.37841094707412,37.78431794449526,0.0,45.57260172023325,66.2271221763131,0.0,36.48319950708767,38.67339075985628,60.6636706846161,0.0,18.19910120538483,21.21873899186524,3.8098614611283192,7.466384607472721,0.0,10,2,20.90704891459977,2.447715081785699,2,4.236627085636826,7,7.039618982964214,1,12.957928571914485,11,1,30.25,14.0,0.5185185185185185,-2.25,-0.0833333333333333,0.5096045197740114,20.27909521651163,0.641693811074919,0.1015228426395939,1.792632097049181,1.4859356963336672,1.2733325065623735,7.480554163934422,7.437220396396391,7.377966658064515,6.037704918032787,5.92426126126126,5.802006451612903,-0.0452457078880733,0.0534235688264062,0.0863667628948298,1.1949846780948177,0.7284124953789876,0.7727069562257448,-0.0563848512756407,0.0928414790785149,0.0683852458730962,1.092905033786795,0.9241323910850944,1.009073602780982,1711.0,52.17497899505396,-8.986721530628559,-3.876518147855923,728.8951893711159,29.219804319771555,-4.199953444009673,-0.2347375822634688,1645.5315445256003,50.587838229729385,-8.906145901251588,-3.413313730145497,19.06226716449869,13.131030293135236,11.444465071743544,2.9114405915663952,1.8013174352337114,1.4829784344002912,690.8358168273522,0,0,27.935245956591373,18.94314863992776,1.9869193079259324,3.701939820551949,22.7
3-Allyl fentanyl,C=CC[C@H]1CN(CCc2ccccc2)CC[C@H]1N(C(=O)CC)c1ccccc1,12,12,2,2,3,3,3.6635616461296463,4.0943445622221,4.52720864451838,4.975008116453105,5.405488741609826,5.253581472706645,5.498448143553174,5.673752728204505,5.703782474656201,5.819526395693716,7.571151763890175,4.938900000000005,117.51400000000004,-5.342467665687484,376.25146364400086,6.270857727400014,391.7787892659451,321.960000000001,646.1568281216305,0.9582590899013724,169.21850006745393,8,0.2666666666666666,22.68,12.0,6.4975009611687815,0.4,5,1,4855.137107901622,62,14,60,28,25,23.55,23.55,66.08937599999997,36.39062400000001,28.14601432584925,0.0417409100986275,236.729135257357,1223.5139803952993,42.03608823509544,0.3244637866287836,0.6755362133712163,147.52859726929054,307.1557260634603,0.1702950043430411,0.1248116869127551,1,3,2,0,0.0,4.6110756802721085,61.53069385421738,37.78431794449526,0.0,38.648864520542624,78.88207796674548,0.0,36.48319950708768,31.749653560165648,73.31862647504849,0.0,31.19885851190933,21.06832643553218,5.560764734091928,9.054917381183165,0.0,10,2,20.83145117308152,2.405661862604955,1,1.9541386707728696,7,6.6667159340163415,1,12.840247166018791,12,2,31.75,15.0,0.5357142857142857,-1.75,-0.0625,0.512777777777778,22.98161565381285,0.6440944881889767,0.0977995110024449,1.8087009341935487,1.5130818089490008,1.3036469115513911,7.481521290322576,7.448222378378377,7.385466769230768,6.041129032258064,5.94290990990991,5.817262820512823,-0.0442325403960203,0.0524335654496957,0.0844621356489905,1.168330905243875,0.7279171708175138,0.7699765876637874,-0.0785366514341614,0.0854008700087247,0.0548619022712256,1.104859169662691,0.9421024737407976,1.028631719399216,1770.0,38.76148896351612,-8.818376009552425,-4.8314095813790265,767.4696660178224,24.03223870445465,-3.929315957987496,-0.6411323977349573,1703.3938897550247,37.84621528856662,-8.793035997564605,-4.302073786698532,19.769373945685235,13.723876650462412,11.33404598801615,3.047800678200804,1.8108771437227515,1.592221494574778,743.6578649781363,0,0,30.10630092304957,21.98432815285133,1.98745037278942,3.701943147004272,23.4
para-Chlorofentanyl,CCC(=O)N(c1ccc(Cl)cc1)C1CCN(CCc2ccccc2)CC1,12,12,2,2,3,3,3.58351893845611,4.060443010546419,4.499809670330265,4.93806460126142,5.391352232515226,5.254561384592994,5.475678725207119,5.572154032177765,5.4866106404265,5.625820933186489,7.479969938208347,4.790100000000004,108.83700000000005,-5.493845871367532,370.1811911640008,6.98455077667926,357.7383605720211,296.2300000000006,630.5140320064568,0.9607456000867192,161.11654298333002,6,0.2142857142857142,20.72704081632653,10.51862673484295,5.9972838388411045,0.4090909090909091,5,0,4614.930986603491,55,13,53,26,22,23.550000000000004,23.550000000000004,59.92541099999998,31.884588999999995,25.761710447679967,0.0392543999132808,179.1057991965809,1042.5510463879637,38.986344827439545,0.363543791420039,0.6364562085799611,156.57752939407536,274.12032073965304,0.1946938906885158,0.1425539115986845,1,4,2,0,0.0,4.504789672041657,48.85651243223119,42.80695125823658,0.0,38.64886452054263,65.18338842159281,0.0,36.48319950708767,31.749653560165648,54.59730361615449,0.0,36.08911520438754,18.55019969357096,3.642317426028818,5.094060746569315,0.0,9,3,18.27556932907948,3.051795644008675,1,1.930795871719092,7,6.805582300879041,1,12.56820351522514,11,1,30.5,14.5,0.5576923076923077,-1.5,-0.0576923076923076,0.5387241689128484,20.46681708140281,0.6281722933643775,0.120459599703484,1.8517388430909087,1.551627970691818,1.3312554410056348,7.548853854545452,7.524223919191917,7.480634540145985,6.097727272727273,6.004777777777777,5.883598540145986,-0.0465237661916668,0.023322554587581,0.07105590083475,1.0615556157807635,0.6444037379969035,0.722563463224573,-0.0360018029913462,0.0534161035602503,0.0517332435929086,0.9895187259595496,0.8175394999556065,0.9764576712421268,1378.0,42.15616995302117,-9.052256198411618,-3.607895532364589,629.2586559374657,26.200359137928345,-4.030189892849506,0.1281527185645406,1347.2440795828825,42.208760740936015,-9.136164348367828,-3.049785085757496,18.355160383312143,12.66903509559602,10.845026064626884,3.069954651655903,1.7279607642873256,1.4555539042225747,693.8420038457308,0,1,25.18185558631125,18.62041882796865,2.207823696979802,3.701946473519036,20.8
Trefentanil,CCC(=O)N(c1ccccc1F)C1(c2ccccc2)CCN(CCn2nnn(CC)c2=O)CC1,12,12,3,2,4,3,3.881563797943437,4.445588116163626,4.999742852929832,5.485056235968447,5.862565266810021,5.905872616772578,6.161536908725514,6.406776845436971,6.609938692049759,6.74527311351444,8.278824955517377,3.033300000000001,127.92700000000008,-4.948086400230194,466.249252452001,7.173065422338476,424.7306996666392,354.3500000000012,649.3536506132051,0.8900950790732277,198.1207207365343,8,0.2162162162162162,27.04601899196494,12.497041420118345,5.956839932445112,0.44,3,1,7195.298954546142,68,19,65,34,25,71.82000000000001,71.82000000000001,71.18158299999999,39.64841700000002,80.17925646602066,0.1099049209267723,196.78825320149,1767.717777946487,50.67509366623775,0.3651272264130237,0.6348727735869762,194.3273780371702,337.890884474296,0.1243410589227072,0.1498870549398097,2,9,7,0,0.0,3.945326854315851,49.38830667892189,32.59984724657631,5.817220841045895,51.738377332367776,76.46225653117268,0.0,50.23173473953981,38.67339075985628,59.39184080022631,0.0,44.179309741689295,16.410210213922127,1.5733236371913322,6.648344029151936,0.0,9,3,16.410210213922127,0.9135350550585328,2,3.66502186994195,8,4.556645796401319,2,25.54267730492349,11,1,40.25,18.5,0.5441176470588235,-3.25,-0.0955882352941176,0.586886446886446,34.52647439956737,0.5495212941564875,0.1231601081405827,1.745524170735294,1.4746136223597213,1.3303365670681866,7.770019764705881,7.742399803278689,7.712898168674698,6.390069117647059,6.2965959016393445,6.212348795180724,-0.0869379127052038,0.0993743474097963,0.1221708023278259,1.2145452296834685,0.5453663492083217,0.5410060729342243,-0.0101458935771164,0.1413063049672846,0.1406144586122576,1.029134155608465,0.628463770039134,0.6616735246306233,2080.0,37.05381518608077,-9.593237111869923,-2.293760877765288,891.8311164501362,20.18402510543381,-3.904083263771249,0.3776275378126923,2102.655716399249,36.1467498056374,-9.558060640228144,-1.9987551162163293,24.13118126525104,16.49636757255117,14.290608825417513,3.302740334406624,1.5020849197831994,1.4667460012699214,1167.4039100010625,1,0,28.685260237590143,19.74270626948103,1.9907868907179795,4.009967937098079,22.9
Lofentanil,CCC(=O)N(c1ccccc1)[C@]1(C(=O)OC)CCN(CCc2ccccc2)C[C@@H]1C,12,12,2,2,3,3,3.713572066704308,4.189654742026425,4.658710952916121,5.098340874515361,5.521960792903897,5.391352232515226,5.604652508749011,5.8041932605881135,5.842275496349902,5.806075791264557,7.671885016957189,3.925900000000003,119.33300000000004,-5.147906029212873,408.2412928840009,6.584536982000015,409.35924316892607,333.7000000000011,644.4844093845858,0.943965488097511,179.1831704291888,7,0.21875,24.638671875,11.743801652892564,5.688793335124966,0.44,3,2,5833.802628595202,64,14,62,30,25,49.85,49.85,67.69337599999997,38.994624000000016,38.25708647613048,0.056034511902489,291.2801520116603,1593.4867078885277,43.09752258655675,0.2866834271993016,0.7133165728006983,133.6334517355753,332.50249843455305,0.2001961996106745,0.1422705026500358,3,5,4,0,0.0,4.093737717309145,62.37841094707413,37.66038316150869,5.538925252383345,38.64886452054262,66.2271221763131,0.0,49.05938675955244,32.25256913693026,60.6636706846161,0.0,43.32193961046029,19.93587325000585,1.8506134050417888,6.306464980926561,1.4148569381456286,10,2,19.93587325000585,2.0568204772853944,3,5.311073903199174,6,4.260861420914805,2,26.265401373567027,11,2,34.0,15.5,0.5166666666666667,-3.0,-0.1,0.543548387096774,27.707661349954297,0.5933609958506226,0.1515151515151515,1.7713840300000008,1.4848203295716096,1.3642573747956874,7.600241499999995,7.597117356521736,7.557973605095539,6.16484375,6.09168695652174,6.025114649681528,-0.0775206375727359,0.0155412523020902,0.0487440205740273,1.2309243471919462,0.6952606386423642,0.6956163624958671,0.0434040500795408,0.1269206176576075,0.1078026689148005,0.9907478558197164,0.821068655922584,0.8747266094339003,1891.0,28.60949144227032,-8.03291205729195,-4.084984588715294,805.7107514292752,18.904320043619784,-3.536736377091409,-0.6779529784524205,1861.8164173380176,27.73669744317237,-8.212151326168893,-3.5486937558492126,21.562267164498685,14.523241026088847,12.35391047353423,3.1267617134525,1.6893426361400297,1.7284899689344353,839.9869454845192,0,0,24.17611902307146,18.154573355764995,1.987388446711945,3.714942190226853,19.6
